CMS Chronic Conditions Warehouse (CCW) Data Dictionary
HEDIS Person-Level Data — Utilization (File 1)
Version — June 2025
RIF SAS name	RIF label	Type	Length	2015–16  RIF sequence1	2017 1	2018 1	2020 1	2021 1
IET_DNMTR_TOT_AGE_GE18_IND	Initn  Engagmnt of Alc  Othr Drug Depend Trtmnt (IET) Dnmtr: Total, 18+ Yrs	NUM	3	—	87	129	134	132
IET_NMRTR_TOT_INITN_GE18_IND	Initn  Engagmt Alc  Othr Drug Depend Trtmnt Nmrtr: Initiation Total, 18+ Yrs	NUM	3	—	88	130	135	133
IET_NMRTR_TOT_ENGGMT_GE18_IND	Initn  Engagmnt Alc  Othr Drug Depend Trtmnt Nmrtr: Engagmnt Total, 18+ Yrs	NUM	3	—	89	131	136	134
FSP_NMRTR_BWLS_CNT	Frequency of Selected Procedures (FSP) Nmrtr: Bariatric Wt Loss Surgery Count	NUM	3	78	90	132	137	135
FSP_NMRTR_CABG_CNT	Frequency of Selected Procedures (FSP) Nmrtr: Coronary Artery Bypass Graft Count	NUM	3	79	91	133	138	136
FSP_NMRTR_PCI_CNT	Freq of Selected Procedures (FSP) Nmrtr: Percutaneous Coronary Interventn Count	NUM	3	80	92	134	139	137
FSP_NMRTR_CRDC_CTHRTZTN_CNT	Frequency of Selected Procedures (FSP) Numerator: Cardiac Catheterization Count	NUM	3	81	93	135	140	138
FSP_NMRTR_CAE_CNT	Freq of Selected Procedures (FSP) Nmrtr: Carotid Artery Endarterectomy Count	NUM	3	82	94	136	141	139
FSP_NMRTR_OCH_CNT	Frequency of Selected Procedures (FSP) Numerator: Open Cholecystectomy Count	NUM	3	83	95	137	142	140
FSP_NMRTR_LCH_CNT	Frequency of Selected Procedures (FSP) Nmrtr: Laparoscopic Cholecystectomy Count	NUM	3	84	96	138	143	141
FSP_NMRTR_BACK_SRGRY_CNT	Frequency of Selected Procedures (FSP) Numerator: Back Surgery Count	NUM	3	85	97	139	144	142
FSP_NMRTR_AB_HYSTRMY_CNT	Frequency of Selected Procedures (FSP) Numerator: Abdominal Hysterectomy Count	NUM	3	86	98	140	145	143
FSP_NMRTR_VAG_HYSTRMY_CNT	Frequency of Selected Procedures (FSP) Numerator: Vaginal Hysterectomy Count	NUM	3	87	99	141	146	144
FSP_NMRTR_PROSTATCTMY_CNT	Frequency of Selected Procedures (FSP) Numerator: Prostatectomy Count	NUM	3	88	100	142	147	145
FSP_NMRTR_TOT_HIP_RPLCMT_CNT	Frequency of Selected Procedures (FSP) Numerator: Total Hip Replacement Count	NUM	3	89	101	143	148	146
FSP_NMRTR_TOT_KNEE_RPLCMT_CNT	Frequency of Selected Procedures (FSP) Numerator: Total Knee Replacement Count	NUM	3	90	102	144	149	147
FSP_NMRTR_MASTCTMY_CNT	Frequency of Selected Procedures (FSP) Numerator: Mastectomy Count	NUM	3	91	103	145	150	148
FSP_NMRTR_LUMPCTMY_CNT	Frequency of Selected Procedures (FSP) Numerator: Lumpectomy Count	NUM	3	92	104	146	151	149
IPU_NMRTR_IP_DSCHRG_CNT	Inpatient Utilization Hospital-Acute Care (IPU) Numerator: Total IP Discharges	NUM	3	93	105	147	—	—
IPU_NMRTR_IP_DAYS_CNT	Inpatient Utilization Hospital-Acute Care (IPU) Numerator: Total Inpatient Days	NUM	3	94	106	148	—	—
IPU_NMRTR_IP_MDCL_DSCHRG_CNT	Inpatient Utilizatn Hospital-Acute Care (IPU) Nmrtr: Medical Discharges Count	NUM	3	95	107	149	—	—
IPU_NMRTR_IP_MDCL_DAYS_CNT	Inpatient Utilization Hospital-Acute Care (IPU) Numerator: Medical Days	NUM	3	96	108	150	—	—
IPU_NMRTR_IP_SRGRY_DSCHRG_CNT	Inpatient Utilization Hospital-Acute Care (IPU) Nmrtr: Surgery Discharges Count	NUM	3	97	109	151	—	—
IPU_NMRTR_IP_SRGRY_DAYS_CNT	Inpatient Utilization Hospital-Acute Care (IPU) Numerator: Surgery Days	NUM	3	98	110	152	—	—
IPU_NMRTR_IP_MATRNTY_DSCHRG_CNT	Inpatient Utilization Hospital-Acute Care (IPU) Nmrtr: Maternity Discharges Cnt	NUM	3	99	111	153	—	—
IPU_NMRTR_IP_MATRNTY_DAYS_CNT	Inpatient Utilization Hospital-Acute Care (IPU) Numerator: Maternity Days	NUM	3	100	112	154	—	—
AMB_NMRTR_OP_VISIT_CNT	Ambulatory Care (AMB) Numerator: Outpatient Visits	NUM	3	101	113	155	—	—
AMB_NMRTR_ED_VISIT_CNT	Ambulatory Care (AMB) Numerator: Emergency Department Visits	NUM	3	102	114	156	—	—
IAD_NMRTR_ANY_SRVC_IND	Identfctn Alcohol  Othr Drug (IAD) Nmrtr: Member Receiving Any Service Ind	NUM	3	103	—	—	—	—
IAD_NMRTR_IP_SRVC_IND	Identfctn Alcohol  Othr Drug (IAD) Nmrtr: Member Receiving IP Services Ind	NUM	3	104	—	—	—	—
IAD_NMRTR_IOP_SRVC_IND	Ident Alcohol  Oth Drug (IAD) Nmrtr: Member Recv Intnsve OP— Partl Hosp Svc Ind	NUM	3	105	—	—	—	—
IAD_NMRTR_OP_ED_SRVC_IND	Identfctn Alcohol  Oth Drug (IAD) Nmrtr: Member Recv OP or Emer Dept Svcs Ind	NUM	3	106	—	—	—	—
IAD_NMRTR_AD_ANY_SRVC_IND	Identfctn Alc  Drug Svcs (IAD) Nmrtr: Member Receiving Any Alc Disordr Svcs Ind	NUM	3	—	115	157	152	150
IAD_NMRTR_OD_ANY_SRVC_IND	Identfctn Alc  Drug Svcs (IAD) Nmrtr: Membr Rcving Any Opioid Disordr Svcs Ind	NUM	3	—	116	158	153	151
IAD_NMRTR_OUDD_ANY_SRVC_IND	Idnt Alc  Drug (IAD) Nmrtr: Mmbr Rcvng Any Oth or Unspcfd Drug Disrdr Svcs Ind	NUM	3	—	117	159	154	152
IAD_NMRTR_TOT_ANY_SRVC_IND	Idnt Alc  Drug Svcs (IAD) Nmrtr: Membr Rcving Any IAD Service (Total) Ind	NUM	3	—	118	160	155	153
IAD_NMRTR_AD_IP_SRVC_IND	Identfctn Alc  Drug Svcs (IAD) Nmrtr: Member Receiving IP Alc Disordr Svc Ind	NUM	3	—	119	161	156	154
IAD_NMRTR_OD_IP_SRVC_IND	Identfctn Alc  Drug Svcs (IAD) Nmrtr: Member Rcving IP Opioid Disrdr Svc Ind	NUM	3	—	120	162	157	155
IAD_NMRTR_OUDD_IP_SRVC_IND	Idnt Alc  Drug Svc (IAD) Nmrtr: Mmbr Recv IP Oth or Unspcfd Drug Disrdr Svc Ind	NUM	3	—	121	163	158	156
IAD_NMRTR_TOT_IP_SRVC_IND	Identifctn of Alc  Drug Svcs (IAD) Nmrtr: Mmbr Rcving Inpat IAD Svcs(Total) Ind	NUM	3	—	122	164	159	157
IAD_NMRTR_AD_IOP_SRVC_IND	Idnt Alc  Drug (IAD) Nmrtr: Mmbr Recv Intnsve OP-Partl Hosp Alc Disordr Svc Ind	NUM	3	—	123	165	160	158
IAD_NMRTR_OD_IOP_SRVC_IND	Idnt Alc  Drug (IAD) Nmrtr:Mmbr Recv Intnsv OP-Partl Hosp Opioid Disrdr Svc Ind	NUM	3	—	124	166	161	159
IAD_NMRTR_OUDD_IOP_SRVC_IND	Idnt Alc  Drug(IAD) Nmrtr: Mmbr Recv Intnsv OP-Partl Hosp Oth-Unsp Drug Svc Ind	NUM	3	—	125	167	162	160
IAD_NMRTR_TOT_IOP_SRVC_IND	Idnt of Alc  Drug (IAD) Nmrtr: Mmbr Recv Intnsve OP-Partl Hosp IAD Svc(Ttl) Ind	NUM	3	—	126	168	163	161
IAD_NMRTR_AD_OP_SRVC_IND	Identfctn Alc  Drug Svcs (IAD) Nmrtr: Member Receiving OP Alc Disorder Svc Ind	NUM	3	—	127	169	164	162
IAD_NMRTR_OD_OP_SRVC_IND	Identfctn Alc  Drug Svcs (IAD) Nmrtr: Mmbr Receiving OP Opioid Disorder Svc Ind	NUM	3	—	128	170	165	163
IAD_NMRTR_OUDD_OP_SRVC_IND	Idnt Alc  Drug (IAD) Nmrtr: Mmbr Recv OP Oth or Unspcfd Drug Disorder Srvc Ind	NUM	3	—	129	171	166	164
IAD_NMRTR_TOT_OP_SRVC_IND	Ident of Alcohol  Drug Svcs (IAD) Nmrtr: Member Recv OP IAD Svcs (Total) Ind	NUM	3	—	130	172	167	165
IAD_NMRTR_AD_ED_SRVC_IND	Idnt Alc  Drug (IAD) Nmrtr: Mmbr Receiving Emer Dept Alc Disorder Svcs Ind	NUM	3	—	131	173	168	166
IAD_NMRTR_OD_ED_SRVC_IND	Idnt Alc  Drug (IAD) Nmrtr: Mmbr Receiving Emer Dept Opioid Disordr Svcs Ind	NUM	3	—	132	174	169	167
IAD_NMRTR_OUDD_ED_SRVC_IND	Idnt Alc  Drug (IAD) Nmrtr: Mmbr Rcv ED Oth or Unspcfd Drug Disorder Svcs Ind	NUM	3	—	133	175	170	168
IAD_NMRTR_TOT_ED_SRVC_IND	Identfctn Alc  Drug (IAD) Nmrtr: Member Rcving Emer Dept IAD Svcs (Total) Ind	NUM	3	—	134	176	171	169
IAD_NMRTR_AD_TLHLTH_SRVC_IND	Idnt Alc  Drug (IAD) Nmrtr: Mmbr Receiving Telehealth Alc Disordr Svcs Ind	NUM	3	—	135	177	172	170
IAD_NMRTR_OD_TLHLTH_SRVC_IND	Idnt Alc  Drug (IAD) Nmrtr: Mmbr Receiving Telehealth Opioid Disordr Svcs Ind	NUM	3	—	136	178	173	171
IAD_NMRTR_OUDD_TLHLTH_SRVC_IND	Idnt Alc  Drug (IAD) Nmrtr: Mmbr Rcv Telehlth Oth or Unspc Drug Disrd Svcs Ind	NUM	3	—	137	179	174	172
IAD_NMRTR_TOT_TLHLTH_SRVC_IND	Identfctn Alc  Drug (IAD) Nmrtr: Mmbr Receiving Telehealth IAD Svcs (Total) Ind	NUM	3	—	138	180	175	173
MPT_NMRTR_ANY_SRVC_IND	Mental Health Utilization (MPT) Nmrtr: Member Receiving Any Service Indicator	NUM	3	107	139	181	—	—
MPT_NMRTR_IP_SRVC_IND	Mental Health Utilization (MPT) Nmrtr: Member Receiving Inpatient Service Ind	NUM	3	108	140	182	—	—
MPT_NMRTR_IOP_SRVC_IND	Mental Health Utiliztn (MPT) Nmrtr: Member Receiving IOP or Partl Hosp Svcs Ind	NUM	3	109	141	183	—	—
MPT_NMRTR_OP_ED_SRVC_IND	Mental Health Utilization (MPT) Nmrtr: Member Receiving OP or ED Services Ind	NUM	3	110	—	—	—	—
MPT_NMRTR_OP_SRVC_IND	Mental Health Utilization (MPT) Nmrtr: Member Receiving Outpatient Services Ind	NUM	3	—	142	184	—	—
MPT_NMRTR_ED_SRVC_IND	Mental Health Utilization (MPT) Nmrtr: Mmbr Receiving Emergncy Dept Services Ind	NUM	3	—	143	185	—	—
MPT_NMRTR_TLHLTH_SRVC_IND	Mental Health Utilization (MPT) Nmrtr: Member Receiving Telehealth Services Ind	NUM	3	—	144	186	—	—
ABX_NMRTR_ANTBTC_RX_CNT2	Antibiotic Utilization (ABX) Numerator: Total Number of Antibiotic Prescriptions	NUM	4*	111	145	187	176	174
ABX_NMRTR_RX_DAYS_SUPLY_CNT2	Antibiotic Utilization (ABX) Nmrtr: Total Days Supply of All ABX Prescriptions	NUM	4*	112	146	188	177	175
ABX_NMRTR_CNCRN_RX_CNT2	Antibiotic Utilization (ABX) Nmrtr: Antibiotics of Concern -Ttl Num Prescriptns	NUM	4*	113	147	189	178	176
ABX_NMRTR_CNCRN_RX_QUINOLONE_CNT2	Antibiotic Utilization (ABX) Nmrtr: Antibiotics of Concern - Quinolones Count	NUM	4*	114	148	190	179	177
ABX_NMRTR_CNCRN_RX_CEPHLSPRN_CNT2	Antibiotic Util (ABX) Nmrtr: Antibiotics of Concern Cephalosporn 2nd-4th Gen Cnt	NUM	4*	115	149	191	180	178
ABX_NMRTR_CNCRN_RX_AZITH_CNT2	Antibiotic Util (ABX) Nmrtr: Antibiotics of Cncrn Azithromycn-Clarithromycn Cnt	NUM	4*	116	150	192	181	179
ABX_NMRTR_CNCRN_RX_AMOXI_CNT2	Antibiotic Util (ABX) Nmrtr: Antibiotics of Concern -Amoxicln or Clavulanate Cnt	NUM	4*	117	151	193	182	180
ABX_NMRTR_CNCRN_RX_KETOL_CNT2	Antibiotic Utilization (ABX) Numerator: Antibiotics of Concern- Ketolides Count	NUM	4*	118	152	194	183	181
ABX_NMRTR_CNCRN_RX_CLIND_CNT2	Antibiotic Utilization (ABX) Nmrtr: Antibiotics of Concern- Clindamycin Count	NUM	4*	119	153	195	184	182
ABX_NMRTR_CNCRN_RX_MISC_CNT2	Antibiotic Utilization (ABX) Nmrtr: Misc Antibiotics of Concern Count	NUM	4*	120	154	196	185	183
ABX_NMRTR_OTHR_RX_SULFNMDS_CNT2	Antibiotic Util (ABX) Nmrtr: All Oth Antibiotics -Absorbable Sulfonamide Count	NUM	4*	121	155	197	186	184
ABX_NMRTR_OTHR_RX_AMNOGLYC_CNT2	Antibiotic Utilization (ABX) Nmrtr: All Oth Antibiotics -Aminoglycosides Count	NUM	4*	122	156	198	187	185
ABX_NMRTR_OTHR_RX_1G_CPHLS_CNT2	Antibiotic Util (ABX) Nmrtr: All Oth Antibiotics -1st Gen Cephalosporins Count	NUM	4*	123	157	199	188	186
ABX_NMRTR_OTHR_RX_LINCOSMD_CNT2	Antibiotc Util (ABX) Nmrtr: All Oth Antibiotcs -Lincosamides (Not Clndamycn) Cnt	NUM	4*	124	158	200	189	187
ABX_NMRTR_OTHR_RX_MACROLDS_CNT2	Antibiotic Util (ABX) Nmrtr: All Oth Antibiotcs -Macrolides (Not Azithrmycn) Cnt	NUM	4*	125	159	201	190	188
ABX_NMRTR_OTHR_RX_PENICLN_CNT2	Antibiotic Utilization (ABX) Numerator: All Oth Antibiotics - Penicillins Count	NUM	4*	126	160	202	191	189
ABX_NMRTR_OTHR_RX_TETRACYCLN_CNT2	Antibiotic Utilization (ABX) Numerator: All Oth Antibiotics -Tetracyclines Count	NUM	4*	127	161	203	192	190
ABX_NMRTR_OTHR_RX_MISC_CNT2	Antibiotic Utilization (ABX) Numerator: All Oth Miscellaneous Antibiotics Count	NUM	4*	128	162	204	193	191
PSA_DNMTR_IND	Non-Recommended PSA-Based Screening in Older Men (PSA) Denominator Indicator	NUM	3	129	163	205	194	192
PSA_NMRTR_IND	Non-Recommended PSA-Based Screening in Older Men (PSA) Numerator Indicator	NUM	3	130	164	206	195	193
MRP_DNMTR_DSCHRG_CNT	Medication Reconciliation Post—Discharge (MRP) Denominator: Discharge Count	NUM	3	131	165	207	—	—
MRP_NMRTR_30DAY_CNT	Medication Reconcilitn Post—Discharge(MRP) Nmrtr: Mdctn Recon Within 30 Dys Cnt	NUM	3	132	166	208	—	—
MMA_DNMTR_AGE_18_50_IND	Medication Mgt for People with Asthma(MMA) Dnmtr: 18–50 Years	NUM	3	133	—	—	—	—
MMA_NMRTR_50PCT_CMPLNC_18_50_IND	Med Mgt for People with Asthma(MMA) Nmrtr 1: Med Compliance 50%, 18–50 Yrs	NUM	3	134	—	—	—	—
MMA_NMRTR_75PCT_CMPLNC_18_50_IND	Med Mgt for People with Asthma (MMA) Nmrtr 2: Med Compliance 75%, 18–50 years	NUM	3	135	—	—	—	—
MMA_DNMTR_AGE_51_64_IND	Medication Mgt for People with Asthma(MMA): 51–64 Years Denominator Indicator	NUM	3	136	—	—	—	—
MMA_NMRTR_50PCT_CMPLNC_51_64_IND	Med Mgt for People with Asthma(MMA) Nmrtr 1: Med Compliance 50%, 51–64 Years	NUM	3	137	—	—	—	—
MMA_NMRTR_75PCT_CMPLNC_51_64_IND	Med Mgmt for People with Asthma (MMA) Nmrtr 2: Med Compliance 75%, 51–64 Years	NUM	3	138	—	—	—	—
MMA_DNMTR_AGE_65_85_IND	Medication Mgt for People with Asthma(MMA) Denominator: 65–85 Years	NUM	3	139	—	—	—	—
MMA_NMRTR_50PCT_CMPLNC_65_85_IND	Med Mgt for People with Asthma(MMA) Nmrtr 1: Med Compliance 50%, 65–85 Years	NUM	3	140	—	—	—	—
MMA_NMRTR_75PCT_CMPLNC_65_85_IND	Med Mgmt for People with Asthma (MMA) Nmrtr 2: Med Compliance 75%, 65–85 Years	NUM	3	141	—	—	—	—
AMR_DNMTR_AGE_18_50_IND	Asthma Medication Ratio (AMR) Denominator: 18–50 Years	NUM	3	142	—	—	—	—
AMR_NMRTR_AGE_18_50_IND	Asthma Medication Ratio (AMR) Numerator: 18–50 Years	NUM	3	143	—	—	—	—
AMR_DNMTR_AGE_51_64_IND	Asthma Medication Ratio (AMR) Denominator: 51–64 Years	NUM	3	144	—	—	—	—
AMR_NMRTR_AGE_51_64_IND	Asthma Medication Ratio (AMR) Numerator: 51–64 Years	NUM	3	145	—	—	—	—
AMR_DNMTR_AGE_65_85_IND	Asthma Medication Ratio (AMR) Denominator: 65–85 Years	NUM	3	146	—	—	—	—
AMR_NMRTR_AGE_65_85_IND	Asthma Medication Ratio (AMR) Numerator: 65–85 Years	NUM	3	147	—	—	—	—
SPC_DNMTR_MALE_AGE_21_75_IND	Statin Therapy for Cardiovascular Disease (SPC) Denominator: Males 21-75 Yrs	NUM	3	148	167	209	196	194
SPC_NMRTR_MALE_AGE_21_75_IND	Statin Therapy for Cardiovascular Disease (SPC) Numerator: Males 21-75 Yrs	NUM	3	149	168	210	197	195
SPC_DNMTR_80PCT_MALE_21_75_IND	Statin Thrpy- Cardiovsclr Dis (SPC) Dnmtr: Males 21-75 Yrs, Statin Adherence 80%	NUM	3	150	169	211	198	196
SPC_NMRTR_80PCT_MALE_21_75_IND	Statin Thrpy- Cardiovsclr Dis (SPC) Nmrtr: Males 21-75 Yrs, Statin Adherence 80%	NUM	3	151	170	212	199	197
SPC_DNMTR_FEML_AGE_40_75_IND	Statin Therapy for Cardiovsclr Disease (SPC) Denominator: Females 40-75 Yrs	NUM	3	152	171	213	200	198
SPC_NMRTR_FEML_AGE_40_75_IND	Statin Therapy for Cardiovsclr Disease (SPC) Numerator: Females 40-75 Yrs	NUM	3	153	172	214	201	199
SPC_DNMTR_80PCT_FEML_40_75_IND	Statin Thrpy- Cardiovsclr Dis (SPC) Dnmtr: Female 40-75 Yrs, Statin Adherence 80%	NUM	3	154	173	215	202	200
SPC_NMRTR_80PCT_FEML_40_75_IND	Statin Thrpy- Cardiovsclr Dis (SPC) Nmrtr: Female 40-75 Yrs, Statin Adherence 80%	NUM	3	155	174	216	203	201
SPD_DNMTR_IND	Statin Therapy for Patients with Diabetes (SPD) Denominator Indicator	NUM	3	156	175	217	204	202
SPD_NMRTR_IND	Statin Therapy for Diabetes (SPD) Numerator Indicator	NUM	3	157	176	218	205	203
SPD_DNMTR_80PCT_ADHRNC_IND	Statin Therapy for Diabetes (SPD) Denominator: Statin Adherence 80% Indicator	NUM	3	158	177	219	206	204
SPD_NMRTR_80PCT_ADHRNC_IND	Statin Therapy for Diabetes (SPD) Numerator: Statin Adherence 80% Indicator	NUM	3	159	178	220	207	205
IHU_DNMTR_IND	Inpatient Hospital Utilization (IHU) Denominator Indicator	NUM	3	160	—	—	—	—
IHU_IP_TOT_DSCHRG_CNT	Inpatient Hospital Utilization (IHU): Observed IP Discharges, Total	NUM	3	161	—	—	—	—
IHU_IP_SRGRY_DSCHRG_CNT	Inpatient Hospital Utilization (IHU): Observed IP Discharges, Surgery	NUM	3	162	—	—	—	—
IHU_IP_MDCL_DSCHRG_CNT	Inpatient Hospital Utilization (IHU): Observed IP Discharges, Medical	NUM	3	163	—	—	—	—
IHU_PPD_TOT_CMRBDTY_WT	Inpatient Hospital Utilization (IHU): PPD Comorbidity Weight, Total	NUM	8	164	—	—	—	—
IHU_PPD_SRGRY_CMRBDTY_WT	Inpatient Hospital Utilization (IHU): PPD Comorbidity Weight, Surgery	NUM	8	165	—	—	—	—
IHU_PPD_MDCL_CMRBDTY_WT	Inpatient Hospital Utilization (IHU): PPD Comorbidity Weight, Medical	NUM	8	166	—	—	—	—
IHU_PPD_TOT_AGE_SEX_WT3	Inpatient Hospital Utilization (IHU): PPD Age-Sex Weight, Total	NUM	8	167	—	—	—	—
IHU_PPD_SRGRY_AGE_SEX_WT3	Inpatient Hospital Utilization (IHU): PPD Age-Sex Weight, Surgery	NUM	8	168	—	—	—	—
IHU_PPD_MDCL_AGE_SEX_WT3	Inpatient Hospital Utilization (IHU): PPD Age-Sex Weight, Medical	NUM	8	169	—	—	—	—
IHU_PPD_TOT_BASE_RISK_WT	Inpatient Hospital Utilization (IHU): PPD Base Risk Weight, Total	NUM	8	170	—	—	—	—
IHU_PPD_SURG_BASE_RISK_WT	Inpatient Hospital Utilization (IHU): PPD Base Risk Weight, Surgery	NUM	8	171	—	—	—	—
IHU_PPD_MDCL_BASE_RISK_WT	Inpatient Hospital Utilization (IHU): PPD Base Risk Weight, Medical	NUM	8	172	—	—	—	—
IHU_PUCD_TOT_CMRBDTY_WT	Inpatient Hospital Utilization (IHU): PUCD Comorbidity Weight, Total	NUM	8	173	—	—	—	—
IHU_PUCD_SRGRY_CMRBDTY_WT	Inpatient Hospital Utilization (IHU): PUCD Comorbidity Weight, Surgery	NUM	8	174	—	—	—	—
IHU_PUCD_MDCL_CMRBDTY_WT	Inpatient Hospital Utilization (IHU): PUCD Comorbidity Weight, Medical	NUM	8	175	—	—	—	—
IHU_PUCD_TOT_AGE_SEX_WT3	Inpatient Hospital Utilization (IHU): PUCD Age-Sex Weight, Total	NUM	8	176	—	—	—	—
IHU_PUCD_SRGRY_AGE_SEX_WT3	Inpatient Hospital Utilization (IHU): PUCD Age-Sex Weight, Surgery	NUM	8	177	—	—	—	—
IHU_PUCD_MDCL_AGE_SEX_WT3	Inpatient Hospital Utilization (IHU): PUCD Age-Sex Weight, Medical	NUM	8	178	—	—	—	—
IHU_PUCD_TOT_BASE_RISK_WT	Inpatient Hospital Utilization (IHU): PUCD Base Risk Weight, Total	NUM	8	179	—	—	—	—
IHU_PUCD_SRGRY_BASE_RISK_WT	Inpatient Hospital Utilization (IHU): PUCD Base Risk Weight, Surgery	NUM	8	180	—	—	—	—
IHU_PUCD_MDCL_BASE_RISK_WT	Inpatient Hospital Utilization (IHU): PUCD Base Risk Weight, Medical	NUM	8	181	—	—	—	—
SAA_DNMTR_IND	Adherence to Antipsychotics for Individuals With Schizophrenia (SAA) Dnmtr Ind	NUM	3	—	—	—	208	206
SAA_NMRTR_IND	Adherence to Antipsychotics for Individuals With Schizophrenia (SAA) Nmrtr Ind	NUM	3	—	—	—	209	207
AHU_DNMTR_IND	Acute Hospital Utilization (AHU) Denominator Indicator	NUM	3	—	179	—	—	—
AHU_DNMTR_NOUTLIER_IND	Acute Hospital Utilization (AHU) Denominator for Non-Outliers Indicator	NUM	3	—	180	221	210	208
AHU_DNMTR_OUTLIER_IND	Acute Hospital Utilization (AHU) Denominator for Outliers Indicator	NUM	3	—	181	222	211	209
AHU_IP_SRGRY_DSCHRG_CNT	Acute Hospital Utilization (AHU): Observed IP Discharges, Surgery	NUM	3	—	182	—	—	—
AHU_IP_MDCL_DSCHRG_CNT	Acute Hospital Utilization (AHU): Observed IP Discharges, Medical	NUM	3	—	183	—	—	—
AHU_IP_TOT_DSCHRG_CNT	Acute Hospital Utilization (AHU): Observed IP Discharges, Total	NUM	3	—	184	—	—	—
AHU_SRGRY_DSCHRG_CNT	Acute Hospital Utilization (IHU): Observed Discharges, Surgery	NUM	3	—	—	223	212	210
AHU_MDCL_DSCHRG_CNT	Acute Hospital Utilization (IHU): Observed Discharges, Medical	NUM	3	—	—	224	213	211
AHU_TOT_DSCHRG_CNT	Acute Hospital Utilization (IHU): Observed Discharges, Total	NUM	3	—	—	225	214	212
AHU_PPD_SRGRY_CMRBDTY_WT	Acute Hospital Utilization (AHU): PPD Comorbidity Weight, Surgery	NUM	8	—	185	226	215	213
AHU_PPD_MDCL_CMRBDTY_WT	Acute Hospital Utilization (AHU): PPD Comorbidity Weight, Medical	NUM	8	—	186	227	216	214
AHU_PPD_TOT_CMRBDTY_WT	Acute Hospital Utilization (AHU): PPD Comorbidity Weight, Total	NUM	8	—	187	228	217	215
AHU_PPD_SRGRY_AGE_SEX_WT3	Acute Hospital Utilization (AHU): PPD Age-Sex Weight, Surgery	NUM	8	—	188	229	218	216
AHU_PPD_MDCL_AGE_SEX_WT3	Acute Hospital Utilization (AHU): PPD Age-Sex Weight, Medical	NUM	8	—	189	230	219	217
AHU_PPD_TOT_AGE_SEX_WT3	Acute Hospital Utilization (AHU): PPD Age-Sex Weight, Total	NUM	8	—	190	231	220	218
AHU_PUCD_SRGRY_CMRBDTY_WT	Acute Hospital Utilization (AHU): PUCD Comorbidity Weight, Surgery	NUM	8	—	191	232	221	219
AHU_PUCD_MDCL_CMRBDTY_WT	Acute Hospital Utilization (AHU): PUCD Comorbidity Weight, Medical	NUM	8	—	192	233	222	220
AHU_PUCD_TOT_CMRBDTY_WT	Acute Hospital Utilization (AHU): PUCD Comorbidity Weight, Total	NUM	8	—	193	234	223	221
AHU_PUCD_SRGRY_AGE_SEX_WT3	Acute Hospital Utilization (AHU): PUCD Age-Sex Weight, Surgery	NUM	8	—	194	235	224	222
AHU_PUCD_MDCL_AGE_SEX_WT3	Acute Hospital Utilization (AHU): PUCD Age-Sex Weight, Medical	NUM	8	—	195	236	225	223
AHU_PUCD_TOT_AGE_SEX_WT3	Acute Hospital Utilization (AHU): PUCD Age-Sex Weight, Total	NUM	8	—	196	237	226	224
EDU_DNMTR_IND	Emergency Department Utilization (EDU) Denominator Indicator	NUM	3	182	197	238	—	—
EDU_NOUTLIER_IND	Emergency Department Utilization (EDU): Non-Outliers Indicator	NUM	3	—	—	—	227	225
EDU_OUTLIER_IND	Emergency Department Utilization (EDU): Outliers Indicator	NUM	3	—	—	—	228	226
EDU_ED_VISIT_CNT	Emergency Department Utilization (EDU): Observed ED Visits	NUM	3	183	198	239	229	227
EDU_PPV_CMRBDTY_WT	Emergency Department Utilization (EDU): PPV Comorbidity Weight	NUM	8	184	199	240	230	228
EDU_PPV_AGE_SEX_WT3	Emergency Department Utilization (EDU): PPV Age-Sex Weight	NUM	8	185	200	241	231	229
EDU_PPV_BASE_RISK_WT	Emergency Department Utilization (EDU): PPV Base Risk Weight	NUM	8	186	201	242	—	—
EDU_PUCV_CMRBDTY_WT	Emergency Department Utilization (EDU): PUCV Comorbidity Weight	NUM	8	187	202	243	232	230
EDU_PUCV_AGE_SEX_WT3	Emergency Department Utilization (EDU): PUCV Age-Sex Weight	NUM	8	188	203	244	233	231
EDU_PUCV_BASE_RISK_WT	Emergency Department Utilization (EDU): PUCV Base Risk Weight	NUM	8	189	204	245	—	—
HPC_DNMTR_IND	Hospitalization for Potentially Preventable Complications (HPC) Denominator Ind	NUM	3	190	205	—	—	—
HPC_CHRNC_ACSC_NOL_DSCHRG_IND	HPC: Observd Chronic Ambulatory Care Senstv Condtn (ACSC) Non-Outlier Dschrg Ind	NUM	3	—	206	246	234	232
HPC_CHRNC_ACSC_OL_DSCHRG_IND	HPC: Observed Chronic Ambulatory Care Senstv Condtn (ACSC) Outlier Discharge Ind	NUM	3	—	207	247	235	233
HPC_ACUTE_ACSC_NOL_DSCHRG_IND	HPC: Observed Acute Ambulatory Care Senstv Condtn (ACSC) Non-Outlier Dschrg Ind	NUM	3	—	208	248	236	234
HPC_ACUTE_ACSC_OL_DSCHRG_IND	HPC: Observed Acute Ambulatory Care Senstv Condtn (ACSC) Outlier Discharge Ind	NUM	3	—	209	249	237	235
HPC_TOT_ACSC_NOL_DSCHRG_IND	HPC: Observd Total Ambulatory Care Senstive Condtn (ACSC) Non-Outlier Dschrg Ind	NUM	3	—	—	250	238	236
