variable_id,variable_name,variable_label,definition,source,source_url,source_document,extraction_notes
billing-provider-identification-number-max,PRVDR_ID_NMBR,Billing provider identification number (MAX),,resdac_variable_page,https://resdac.org/cms-data/variables/billing-provider-identification-number-max,data/raw/html/variable_page/2302a9a864e7179c3a25dab4fb2a5a387c3b6dad.html,
billing-provider-identification-number-taf,BLG_PRVDR_ID,Billing Provider Identification Number (TAF),,resdac_variable_page,https://resdac.org/cms-data/variables/billing-provider-identification-number-taf,data/raw/html/variable_page/bb7d94ce055417cba0e286ba4e63fa52e0844aed.html,
billing-provider-npi,BLG_PRVDR_NPI,Billing Provider NPI,,resdac_variable_page,https://resdac.org/cms-data/variables/billing-provider-npi,data/raw/html/variable_page/a3cd3b95116b7078ef992257cfdc8d2682c1fe2c.html,
billing-provider-nppes-taxonomy-code,BLG_PRVDR_NPPES_TXNMY_CD,Billing Provider NPPES Taxonomy Code,,resdac_variable_page,https://resdac.org/cms-data/variables/billing-provider-nppes-taxonomy-code,data/raw/html/variable_page/8908ef94e26c2cba6336ca8465f77a83129eaafc.html,
billing-provider-specialty-code,BLG_PRVDR_SPCLTY_CD,Billing Provider Specialty Code,,resdac_variable_page,https://resdac.org/cms-data/variables/billing-provider-specialty-code,data/raw/html/variable_page/b2e7ee717b7f023ada7dd564f4247d4a24946302.html,
billing-provider-taxonomy-code,BLG_PRVDR_TXNMY_CD,Billing Provider Taxonomy Code,,resdac_variable_page,https://resdac.org/cms-data/variables/billing-provider-taxonomy-code,data/raw/html/variable_page/91ebabafa0f925aae2026a4ca14ca1724680048e.html,
billing-provider-type-code,BLG_PRVDR_TYPE_CD,Billing Provider Type Code,,resdac_variable_page,https://resdac.org/cms-data/variables/billing-provider-type-code,data/raw/html/variable_page/feb6ca16e05804c21c43f3354cc3975e12fff3f6.html,
billing-provider-zip-code,CLM_BPRVDR_ADR_ZIP_CD,Billing Provider Zip Code,,resdac_variable_page,https://resdac.org/cms-data/variables/billing-provider-zip-code,data/raw/html/variable_page/54a8dd3c94223a74c84b6b42f411bc480a102ff3.html,
billing-tin-aco-participant,ORG_TIN,Billing TIN of ACO Participant,,resdac_variable_page,https://resdac.org/cms-data/variables/billing-tin-aco-participant,data/raw/html/variable_page/e27ca56fd819b8f1297b410b2966d3042d0a7952.html,
bipolar-disorder-first-ever-occurrence-date-medicare-only-claims,BIPL_MEDICARE_EVER,Bipolar Disorder First Ever Occurrence Date - Medicare Only Claims,,resdac_variable_page,https://resdac.org/cms-data/variables/bipolar-disorder-first-ever-occurrence-date-medicare-only-claims,data/raw/html/variable_page/5e459317d1f7209814e10bb36ad8aa086b850f6a.html,
bipolar-disorder-indicator-combined-data,BIPL_COMBINED,Bipolar Disorder Indicator - Combined Data,,resdac_variable_page,https://resdac.org/cms-data/variables/bipolar-disorder-indicator-combined-data,data/raw/html/variable_page/beb098deff2de585d9ad378a971ec5c598d252b1.html,
bipolar-disorder-indicator-medicaid-only-data,BIPL_MEDICAID,Bipolar Disorder Indicator - Medicaid-Only Data,,resdac_variable_page,https://resdac.org/cms-data/variables/bipolar-disorder-indicator-medicaid-only-data,data/raw/html/variable_page/9ee967e8161a931b380078e98ed3e983a1790365.html,
bipolar-disorder-indicator-medicare-only-data,BIPL_MEDICARE,Bipolar Disorder Indicator - Medicare-Only Data,,resdac_variable_page,https://resdac.org/cms-data/variables/bipolar-disorder-indicator-medicare-only-data,data/raw/html/variable_page/1efdd9135cbbad97975d3d3493719fac9ae8ab7e.html,
bipolar-disorder-indicator-medicare-only-data-mbsf,BIPL_MEDICARE,Bipolar Disorder Indicator - Medicare Only Data (MBSF),,resdac_variable_page,https://resdac.org/cms-data/variables/bipolar-disorder-indicator-medicare-only-data-mbsf,data/raw/html/variable_page/b33e9502d04d72acb48b6c7bcd65953e6a4178cc.html,
birth-date,EL_DOB,Birth date,,resdac_variable_page,https://resdac.org/cms-data/variables/birth-date,data/raw/html/variable_page/2a236f877c97f8fd21341935eb4e0dcfd67c024b.html,
birth-date-0,,Birth date,,resdac_variable_page,https://resdac.org/cms-data/variables/birth-date-0,data/raw/html/variable_page/16d17e4d29f67ca725e2ad310578b1fecadf5db4.html,variable name not found on page
birth-weight-grams,BIRTH_WT,Birth Weight in Grams,,resdac_variable_page,https://resdac.org/cms-data/variables/birth-weight-grams,data/raw/html/variable_page/efeb98cef9c67e7192769cd6fe187972208a68eb.html,
blood-charge-amount,BLOOD_CHRG_AMT,Blood Charge Amount ($),,resdac_variable_page,https://resdac.org/cms-data/variables/blood-charge-amount,data/raw/html/variable_page/646d0b7ae3faa58d30aa1c2344a68abd6d89bce5.html,
blood-pints-furnished-quantity,BLOOD_PT_FRNSH_QTY,Blood Pints Furnished Quantity,,resdac_variable_page,https://resdac.org/cms-data/variables/blood-pints-furnished-quantity,data/raw/html/variable_page/dc649f6827c68f16f3f79ce58d13c80ee64d3928.html,
blood-storage-and-processing-charge-amount,BLOOD_ADMIN_CHRG_AMT,Blood storage and processing charge amount ($),,resdac_variable_page,https://resdac.org/cms-data/variables/blood-storage-and-processing-charge-amount,data/raw/html/variable_page/15f267b9bbf99c009d372f8dec4179587fed50bb.html,
border-state-indicator,BRDR_STATE_IND,Border State Indicator,,resdac_variable_page,https://resdac.org/cms-data/variables/border-state-indicator,data/raw/html/variable_page/f6e3c74e9be830378ee0107d02578f7608af9118.html,
brain-injury-indicator-combined-data,BRAINJ_COMBINED,Brain Injury Indicator - Combined Data,,resdac_variable_page,https://resdac.org/cms-data/variables/brain-injury-indicator-combined-data,data/raw/html/variable_page/f43d00a999f3d298db1b67c1c13440df0351faad.html,
brain-injury-indicator-medicaid-only-data,BRAINJ_MEDICAID,Brain Injury Indicator - Medicaid Only Data,,resdac_variable_page,https://resdac.org/cms-data/variables/brain-injury-indicator-medicaid-only-data,data/raw/html/variable_page/3daaa2b20c0f610c1a2a63036a667bd96da614ee.html,
brain-injury-indicator-medicare-only-data,BRAINJ_MEDICARE,Brain Injury Indicator - Medicare Only Data,,resdac_variable_page,https://resdac.org/cms-data/variables/brain-injury-indicator-medicare-only-data,data/raw/html/variable_page/169a878df37a261dda9e7a35de0554186cd1dab2.html,
brand-generic-code,BRND_GNRC_CD,Brand - Generic Code,,resdac_variable_page,https://resdac.org/cms-data/variables/brand-generic-code,data/raw/html/variable_page/85e5642a41c00e09e9aa4bd64ea7efad389c7bd7.html,
brand-generic-code-reported-submitting-plan,BRND_GNRC_CD,Brand-Generic Code Reported by Submitting Plan,,resdac_variable_page,https://resdac.org/cms-data/variables/brand-generic-code-reported-submitting-plan,data/raw/html/variable_page/4291f0ebb5f89a4fd59a420089a8a6cd746b2345.html,
brand-name,PROD_SRVC_ID,Brand Name,,resdac_variable_page,https://resdac.org/cms-data/variables/brand-name,data/raw/html/variable_page/0e74916c5a8c478fb104a9cb3d174e6de5d41104.html,
breast-cancer-end-year-indicator,CANCER_BREAST,Breast Cancer End-of-Year Indicator,,resdac_variable_page,https://resdac.org/cms-data/variables/mbsf-30-cc/breast-cancer-end-year-indicator,data/raw/html/variable_page/f1e09f5d96df6d64d1e6a13bf55916ca5e75364e.html,
breast-cancer-estrogen-receptor,ESTROGEN_RECEPTOR,Breast Cancer Estrogen Receptor,,resdac_variable_page,https://resdac.org/cms-data/variables/breast-cancer-estrogen-receptor,data/raw/html/variable_page/4fa4bee38a91cd5bd4f091c96a2cb8008d09f915.html,
breast-cancer-indicator-combined-data,BRC_COMBINED,Breast Cancer Indicator - Combined Data,,resdac_variable_page,https://resdac.org/cms-data/variables/breast-cancer-indicator-combined-data,data/raw/html/variable_page/4f26057433d38b3b769163301caee24a60176223.html,
breast-cancer-indicator-medicaid-only-data,BRC_MEDICAID,Breast Cancer Indicator - Medicaid-Only Data,,resdac_variable_page,https://resdac.org/cms-data/variables/breast-cancer-indicator-medicaid-only-data,data/raw/html/variable_page/c1316d11ecd3ebb9627caa2c3f1a80570c9587ba.html,
breast-cancer-indicator-medicare-only-data,BRC_MEDICARE,Breast Cancer Indicator - Medicare-Only Data,,resdac_variable_page,https://resdac.org/cms-data/variables/breast-cancer-indicator-medicare-only-data,data/raw/html/variable_page/c9936f310d4a329b7d6ca6b4919a4ff8179b5204.html,
breast-cancer-mid-year-indicator,CANCER_BREAST_MID,Breast Cancer Mid-Year Indicator,,resdac_variable_page,https://resdac.org/cms-data/variables/mbsf-27-cc/breast-cancer-mid-year-indicator,data/raw/html/variable_page/cb248b13b85e7b74ec77f923d703d5e6c45ab416.html,
breast-cancer-progesterone-receptor,PROGESTERONE_RECEPTOR,Breast Cancer Progesterone Receptor,,resdac_variable_page,https://resdac.org/cms-data/variables/breast-cancer-progesterone-receptor,data/raw/html/variable_page/4e0445123c74551e194f1720d4dea130f3343c1e.html,
bundled-payment-adjustment-amount,BNDLD_ADJSTMT_AMT,Bundled Payment Adjustment Amount,,resdac_variable_page,https://resdac.org/cms-data/variables/bundled-payment-adjustment-amount,data/raw/html/variable_page/1630169dca146e7b599cde4857994607e306590d.html,
bundled-payment-model-discount-percent,BNDLD_MODEL_DSCNT_PCT,Bundled Payment Model Discount Percent,,resdac_variable_page,https://resdac.org/cms-data/variables/bundled-payment-model-discount-percent,data/raw/html/variable_page/687beda30233489998d2fb2d615c6564d1b22b66.html,
calculated-ascvd-risk-score,RISK_SCORE,Calculated ASCVD Risk Score,,resdac_variable_page,https://resdac.org/cms-data/variables/calculated-ascvd-risk-score,data/raw/html/variable_page/e4d285818fd8130b73e70b716289949df5c33761.html,
capitated-payment-billed-amount,CPTATD_PYMT_BILLED_AMT,Capitated Payment Billed Amount,,resdac_variable_page,https://resdac.org/cms-data/variables/capitated-payment-billed-amount,data/raw/html/variable_page/a3eacea187b776300c576ff3871e8e9e58e769ad.html,
capitated-payment-billed-date,CPTATD_PYMT_BILLED_DT,Capitated Payment Billed Date,,resdac_variable_page,https://resdac.org/cms-data/variables/capitated-payment-billed-date,data/raw/html/variable_page/7fc7c93cb646af6ff366384639c1ecc0d4fb0e59.html,
cardiac-catheterization-lab-amount,CRDC_CATHRZTN_AMT,Cardiac Catheterization Lab Amount ($),,resdac_variable_page,https://resdac.org/cms-data/variables/cardiac-catheterization-lab-amount,data/raw/html/variable_page/dfdaed2cd15c515afaca7e701896c41d25a1d1d3.html,
cardiology-charge-amount,CRDLGY_CHRG_AMT,Cardiology Charge Amount ($),,resdac_variable_page,https://resdac.org/cms-data/variables/cardiology-charge-amount,data/raw/html/variable_page/4a51f12875691dae7bc785cb19b17b9caa000de5.html,
care-improvement-model-1-code,CARE_IMPRVMT_MODEL_1_CD,Care Improvement Model 1 Code,,resdac_variable_page,https://resdac.org/cms-data/variables/care-improvement-model-1-code,data/raw/html/variable_page/33a9ac5d6b9e74dccb6ebefd636b1f27905e35be.html,
care-improvement-model-2-code,CARE_IMPRVMT_MODEL_2_CD,Care Improvement Model 2 Code,,resdac_variable_page,https://resdac.org/cms-data/variables/care-improvement-model-2-code,data/raw/html/variable_page/333bc45092d84c1712c787dc4657a8c9d7ef7d04.html,
care-improvement-model-3-code,CARE_IMPRVMT_MODEL_3_CD,Care Improvement Model 3 Code,,resdac_variable_page,https://resdac.org/cms-data/variables/care-improvement-model-3-code,data/raw/html/variable_page/159c6a8060589c1e7db72586528e9705fa4d217c.html,
care-improvement-model-4-code,CARE_IMPRVMT_MODEL_4_CD,Care Improvement Model 4 Code,,resdac_variable_page,https://resdac.org/cms-data/variables/care-improvement-model-4-code,data/raw/html/variable_page/6cfe93083c14da645b40e3bd702d7cdedc4e7a9c.html,
care-plan-oversight-cpo-provider-number,CPO_PRVDR_NUM,Care Plan Oversight (CPO) Provider Number,,resdac_variable_page,https://resdac.org/cms-data/variables/care-plan-oversight-cpo-provider-number,data/raw/html/variable_page/565ff411b68ac3a6fa9f15b29b8d2f53439c4e40.html,
carrier-claim-beneficiary-paid-amount,CLM_BENE_PD_AMT,Carrier Claim Beneficiary Paid Amount,,resdac_variable_page,https://resdac.org/cms-data/variables/carrier-claim-beneficiary-paid-amount,data/raw/html/variable_page/104c82dcea6305c24b7b2f0c21f32cbe6fdaf257.html,
carrier-claim-billing-npi-number,CARR_CLM_BLG_NPI_NUM,Carrier Claim Billing NPI Number,,resdac_variable_page,https://resdac.org/cms-data/variables/carrier-claim-billing-npi-number,data/raw/html/variable_page/f346dc3f54fdb64e9270c125c0702147ad99631c.html,
carrier-claim-cash-deductible-applied-amount-sum-all-line-level-deductible,LINE_BENE_PTB_DDCTBL_AMT,Carrier Claim Cash Deductible Applied Amount (sum of all line-level deductible amounts),,resdac_variable_page,https://resdac.org/cms-data/variables/carrier-claim-cash-deductible-applied-amount-sum-all-line-level-deductible,data/raw/html/variable_page/a2335e1e37db7e6afef3a86fb6c1c16973760fc5.html,
carrier-claim-entry-code,CARR_CLM_ENTRY_CD,Carrier Claim Entry Code,,resdac_variable_page,https://resdac.org/cms-data/variables/carrier-claim-entry-code,data/raw/html/variable_page/0312e81d02f702893cbe8f5f616afd4fd95141c5.html,
carrier-claim-payment-denial-code,CARR_CLM_PMT_DNL_CD,Carrier Claim Payment Denial Code,,resdac_variable_page,https://resdac.org/cms-data/variables/carrier-claim-payment-denial-code,data/raw/html/variable_page/165ca46897c4a4b46af32f2652645686ab02f4e3.html,
carrier-claim-provider-assignment-indicator-switch,CARR_CLM_PRVDR_ASGNMT_IND_SW,Carrier Claim Provider Assignment Indicator Switch,,resdac_variable_page,https://resdac.org/cms-data/variables/carrier-claim-provider-assignment-indicator-switch,data/raw/html/variable_page/2c8bc3d57f891c729cc7f050b5d4dc08236a250f.html,
carrier-claim-referring-provider-id-number-pin,CARR_CLM_RFRNG_PIN_NUM,Carrier Claim Referring Provider ID Number (PIN),,resdac_variable_page,https://resdac.org/cms-data/variables/carrier-claim-referring-provider-id-number-pin,data/raw/html/variable_page/2bf81f648088220196dad475e250a2e01c600f04.html,
carrier-claim-site-service-npi-number,CARR_CLM_SOS_NPI_NUM,Carrier Claim Site of Service NPI Number,,resdac_variable_page,https://resdac.org/cms-data/variables/carrier-claim-site-service-npi-number,data/raw/html/variable_page/dd95f219967324deb239738a74ffbd8bef2b14bc.html,
carrier-line-anesthesia-unit-count,CARR_LINE_ASNTHSA_UNIT_CNT,Carrier Line Anesthesia Unit Count,,resdac_variable_page,https://resdac.org/cms-data/variables/carrier-line-anesthesia-unit-count,data/raw/html/variable_page/d39fb6769455dcee06dbb68a4ed8b19da760f6c6.html,
carrier-line-clinical-lab-charge-amount,CARR_LINE_CL_CHRG_AMT,Carrier Line Clinical Lab Charge Amount,,resdac_variable_page,https://resdac.org/cms-data/variables/carrier-line-clinical-lab-charge-amount,data/raw/html/variable_page/9b0e3b2d3c4bdc4c36411614fcd3781a560036de.html,
carrier-line-health-professional-shortage-area-hpsascarcity-indicator-code,HPSA_SCRCTY_IND_CD,Carrier Line Health Professional Shortage Area (HPSA)/Scarcity Indicator Code,,resdac_variable_page,https://resdac.org/cms-data/variables/carrier-line-health-professional-shortage-area-hpsascarcity-indicator-code,data/raw/html/variable_page/cb2f6bcad2734c4d9d6425add1e3e9960f7496d2.html,
carrier-line-medicare-diabetes-prevention-program-mdpp-npi-number,CARR_LINE_MDPP_NPI_NUM,Carrier Line Medicare Diabetes Prevention Program (MDPP) NPI Number,,resdac_variable_page,https://resdac.org/cms-data/variables/carrier-line-medicare-diabetes-prevention-program-mdpp-npi-number,data/raw/html/variable_page/8ab70574240bf389e687f8fa678bf7b6275afe6c.html,
carrier-line-milestimeunitsservices-mtus-count,CARR_LINE_MTUS_CNT,Carrier Line Miles/Time/Units/Services (MTUS) Count,,resdac_variable_page,https://resdac.org/cms-data/variables/carrier-line-milestimeunitsservices-mtus-count,data/raw/html/variable_page/f8baa06950c0ab97027012d445145922025811b9.html,
carrier-line-milestimeunitsservices-mtus-indicator-code,CARR_LINE_MTUS_CD,Carrier Line Miles/Time/Units/Services (MTUS) Indicator Code,,resdac_variable_page,https://resdac.org/cms-data/variables/carrier-line-milestimeunitsservices-mtus-indicator-code,data/raw/html/variable_page/13eb4819f266e034b62213d464de739ca617a7e6.html,
carrier-line-performing-npi-number,PRF_PHYSN_NPI,Carrier Line Performing NPI Number,,resdac_variable_page,https://resdac.org/cms-data/variables/carrier-line-performing-npi-number,data/raw/html/variable_page/0fd45947fe9e464ead923da0f5b1984948681351.html,
carrier-line-performing-provider-id-number-pin,CARR_PRFRNG_PIN_NUM,Carrier Line Performing Provider ID Number (PIN),,resdac_variable_page,https://resdac.org/cms-data/variables/carrier-line-performing-provider-id-number-pin,data/raw/html/variable_page/324a91fc6e7411747661ece0ee5d27a4d601cde0.html,
carrier-line-performing-provider-zip-code,PRVDR_ZIP,Carrier Line Performing Provider ZIP Code,,resdac_variable_page,https://resdac.org/cms-data/variables/carrier-line-performing-provider-zip-code,data/raw/html/variable_page/7b768e21cd64c341d6335a52b9b40cb9826182f4.html,
carrier-line-performing-upin-number,PRF_PHYSN_UPIN,Carrier Line Performing UPIN Number,,resdac_variable_page,https://resdac.org/cms-data/variables/carrier-line-performing-upin-number,data/raw/html/variable_page/1726886d0ed37ab93a236ebf11998ed72305dc97.html,
carrier-line-pricing-locality-code,CARR_LINE_PRCNG_LCLTY_CD,Carrier Line Pricing Locality Code,,resdac_variable_page,https://resdac.org/cms-data/variables/carrier-line-pricing-locality-code,data/raw/html/variable_page/a15b82c4e131c4bca8e9f86ac508dcad419d75c7.html,
carrier-line-provider-type-code,CARR_LINE_PRVDR_TYPE_CD,Carrier Line Provider Type Code,,resdac_variable_page,https://resdac.org/cms-data/variables/carrier-line-provider-type-code,data/raw/html/variable_page/a675c49fa29989735427e6ff8fb099cf0a626229.html,
carrier-line-reduced-payment-physician-assistant-code,CARR_LINE_RDCD_PMT_PHYS_ASTN_C,Carrier Line Reduced Payment Physician Assistant Code,,resdac_variable_page,https://resdac.org/cms-data/variables/carrier-line-reduced-payment-physician-assistant-code,data/raw/html/variable_page/5f525743750ec35dace53e4ccd5b961442010d2b.html,
carrier-line-rx-number-encounter,LINE_RX_NUM,Carrier Line RX Number (Encounter),,resdac_variable_page,https://resdac.org/cms-data/variables/carrier-line-rx-number-encounter,data/raw/html/variable_page/8cde96dcde571877f294751389445c1d7b89024a.html,
carrier-line-rx-number-ffs,CARR_LINE_RX_NUM,Carrier Line RX Number (FFS),,resdac_variable_page,https://resdac.org/cms-data/variables/carrier-line-rx-number-ffs,data/raw/html/variable_page/f6217b97809a077fcd3e143283253fa00a2b7c11.html,
carrier-or-mac-number,CARR_NUM,Carrier or MAC Number,,resdac_variable_page,https://resdac.org/cms-data/variables/carrier-or-mac-number,data/raw/html/variable_page/b4f839acc5db1fa293237e9ef9992a408eee66b8.html,
carrierdme-referring-physician-npi-number,RFRG_PHYSN_NPI,Carrier/DME Referring Physician NPI Number,,resdac_variable_page,https://resdac.org/cms-data/variables/carrierdme-referring-physician-npi-number,data/raw/html/variable_page/0ffb82d62009e595d3a144d388f7c4180fd1acc1.html,
carrierdmerc-claim-ordering-physician-upin-number,RFR_PHYSN_UPIN,Carrier/DMERC Claim Ordering Physician UPIN Number,,resdac_variable_page,https://resdac.org/cms-data/variables/carrierdmerc-claim-ordering-physician-upin-number,data/raw/html/variable_page/bce70ce242ca60ccea9902d8b8e519a7bcaba790.html,
carrierdmerc-claim-referring-physician-upin-number,RFR_PHYSN_UPIN,Carrier/DMERC Claim Referring Physician UPIN Number,,resdac_variable_page,https://resdac.org/cms-data/variables/carrierdmerc-claim-referring-physician-upin-number,data/raw/html/variable_page/baf31fcc46986f4288a72c4b6f912ba497f7bdda.html,
cataract-end-year-indicator,,Cataract End-of-Year Indicator,,resdac_variable_page,https://resdac.org/cms-data/variables/mbsf-30-cc/cataract-end-year-indicator,data/raw/html/variable_page/37c7ba35d292dc7694e62c322d69cd55ce131524.html,variable name not found on page
cataract-indicator-combined-data,CAT_COMBINED,Cataract Indicator - Combined Data,,resdac_variable_page,https://resdac.org/cms-data/variables/cataract-indicator-combined-data,data/raw/html/variable_page/6a6dee1e374bb1eb90c61ba8d2d3e53f9abd7a3c.html,
cataract-indicator-medicaid-only-data,CAT_MEDICAID,Cataract Indicator - Medicaid-Only Data,,resdac_variable_page,https://resdac.org/cms-data/variables/cataract-indicator-medicaid-only-data,data/raw/html/variable_page/ce3d83abd9057c348b822f2d58ecc8da5f85296f.html,
cataract-indicator-medicare-only-data,CAT_MEDICARE,Cataract Indicator - Medicare-Only Data,,resdac_variable_page,https://resdac.org/cms-data/variables/cataract-indicator-medicare-only-data,data/raw/html/variable_page/5bfbef4d5d85405cfcf03486d85755a547e3d16b.html,
cataract-mid-year-indicator,CATARACT_MID,Cataract Mid-Year Indicator,,resdac_variable_page,https://resdac.org/cms-data/variables/mbsf-27-cc/cataract-mid-year-indicator,data/raw/html/variable_page/dd265fca9bd565288eb55df8999b5778b95abe7e.html,
catastrophic-coverage-code,CTSTRPHC_CVRG_CD,Catastrophic Coverage Code,,resdac_variable_page,https://resdac.org/cms-data/variables/catastrophic-coverage-code,data/raw/html/variable_page/9f8de4243a8ee79dcc7bc154cf7256ca656efa89.html,
ccn-facility-type,FAC_TYPE,CCN Facility Type,,resdac_variable_page,https://resdac.org/cms-data/variables/ccn-facility-type,data/raw/html/variable_page/9a20939f2b9a00c25b1b5f72ec39ac85d2f4c6b9.html,
ccn-facility-type-0,CCN_TYPE,CCN Facility Type,,resdac_variable_page,https://resdac.org/cms-data/variables/ccn-facility-type-0,data/raw/html/variable_page/10ca255c1cd238b62f754699bbde0015e8fff6c4.html,
ccn-facility-type-description,FAC_DESC,CCN Facility Type Description,"| ResDAC {""path"":{""baseUrl"":""\/"",""pathPrefix"":"""",""currentPath"":""taxonomy\/term\/220701"",""currentPathIsAdmin"":false,""isFront"":false,""currentLanguage"":""en""},""pluralDelimiter"":""\u0003"",""suppressDeprecationErrors"":true,""gtag"":{""tagId"":""G-FDKRG61XBY"",""consentMode"":false,""otherIds"":[],""events"":[],""additionalConfigInfo"":[]},""ajaxPageState"":{""libraries"":""eJx9kOFuwyAMhF_IhUdCBhxCSjCzSdK8_VC1LtWmTbLO5-9--TyGu-s8pll_eZcDV_B_hIuCZ-7aBUfwcq4JuVxzfwsbN95JINwp5s7iMASWmLnab2cm4dqpRpjGxoOUV7Jv3uie_suMznmFxJwKuY7JpiE_b4MLPmD52EhOF_moSTCS_QKFEoYTGgoO3ma1UbaGxVzEbLVtvmSdKYKQRgzXD7cpP14wFfZYbtrPkmsCPbXTOvpTgj3TofapZuW4FYKD_MSyuquzX-QT0kOmCw"",""theme"":""resdac"",""theme_token"":null},""ajaxTrustedUrl"":[],""back_to_top"":{""back_to_top_button_trigger"":100,""back_to_top_speed"":1200,""back_to_top_prevent_on_mobile"":true,""back_to_top_prevent_in_admin"":false,""back_to_top_button_type"":""image"",""back_to_top_button_text"":""Back to top""},""ckeditorAccordion"":{""accordionStyle"":{""collapseAll"":null,""keepRowsOpen"":null,""animateAccordionOpenAndClose"":1,""openTabsWithHash"":1,""allowHtmlInTitles"":0}},""bootstrap"":{""forms_has_error_value_toggle"":1,""modal_animation"":1,""modal_backdrop"":""true"",""modal_focus_input"":1,""modal_keyboard"":1,""modal_select_text"":1,""modal_show"":1,""modal_size"":"""",""popover_enabled"":1,""popover_animation"":1,""popover_auto_close"":1,""popover_container"":""body"",""popover_content"":"""",""popover_delay"":""0"",""popover_html"":0,""popover_placement"":""right"",""popover_selector"":"""",""popover_title"":"""",""popover_trigger"":""click""},""ajax"":[],""user"":{""uid"":0,""permissionsHash"":""cbf5295a56e47be453fc0073e7fbd42cfa5be3d922bf510c28dfa01eac3444cb""}} Skip to main content Reminder: DUA and VRDC access needs to be extended or renewed annually. Read more. Skip to main content Toggle navigation Find CMS Data Files Request CMS Data Files Search Data Variables Learn About CMS Data CCN Facility Type Description This variable is contained in the following files: Shared Savings Program Accountable Care Organizations Provider-level SAS Name FAC_DESC Description of the facility. New data field beginning in 2017; blank for prior years. This field will be blank in the preliminary version of the file. [email protected] 1-844-685-3100 YOUTUBE About ResDAC Learn About Us Meet Our Team Careers with ResDAC Contact Us Links Centers For Medicare & Medicaid Services Chronic Conditions Data Warehouse Download Adobe Acrobat Policies Accessibility and Compliance with Section 508 CMS Vulnerability Disclosure Policy CMS.gov © 2026 Research Data Assistance Center. All rights reserved. This work was performed under CMS contract number: (function(){function c(){var b=a.contentDocument||a.contentWindow.document;if(b){var d=b.createElement('script');d.innerHTML=""window.__CF$cv$params={r:'a1065ea60c1a98bb',t:'MTc4MjI0Nzg3NQ=='};var a=document.createElement('script');a.src='/cdn-cgi/challenge-platform/scripts/jsd/main.js';document.getElementsByTagName('head')[0].appendChild(a);"";b.getElementsByTagName('head')[0].appendChild(d)}}if(document.body){var a=document.createElement('iframe');a.height=1;a.width=1;a.style.position='absolute';a.style.top=0;a.style.left=0;a.style.border='none';a.style.visibility='hidden';document.body.appendChild(a);if('loading'!==document.readyState)c();else if(window.addEventListener)document.addEventListener('DOMContentLoaded',c);else{var e=document.onreadystatechange||function(){};document.onreadystatechange=function(b){e(b);'loading'!==document.readyState&&(document.onreadystatechange=e,c())}}}})()",resdac_variable_page,https://resdac.org/cms-data/variables/ccn-facility-type-description,data/raw/html/variable_page/3da8bda61ad59655922cce6a91f9ddddbb452348.html,
ccn-hospital-which-hospitalization-occurred,SSP_ADM,CCN of hospital at which hospitalization occurred,,resdac_variable_page,https://resdac.org/cms-data/variables/ccn-hospital-which-hospitalization-occurred,data/raw/html/variable_page/aa963f57e365823918526b166e857a5f44b81d4d.html,
ccw-assigned-pharmacy-identifier,CCW_PHARM_ID,CCW-assigned Pharmacy Identifier,,resdac_variable_page,https://resdac.org/cms-data/variables/ccw-assigned-pharmacy-identifier,data/raw/html/variable_page/730fad4e34f521f8f4d40c4ac6115aad54d0325a.html,
ccw-assigned-prescriber-identifier,CCW_PRSCRBR_ID,CCW-assigned Prescriber Identifier,,resdac_variable_page,https://resdac.org/cms-data/variables/ccw-assigned-prescriber-identifier,data/raw/html/variable_page/13a12ced5f77911cbb02b99d247aa757b48c281d.html,
ccw-beneficiary-id,BENE_ID,CCW Beneficiary ID,,resdac_variable_page,https://resdac.org/cms-data/variables/ccw-beneficiary-id,data/raw/html/variable_page/58f42a183bf2cf15e906e3e9823b85e3ec21173b.html,
ccw-beneficiary-random-sample-group,SAMPLE_GROUP,CCW Beneficiary Random Sample Group,,resdac_variable_page,https://resdac.org/cms-data/variables/ccw-beneficiary-random-sample-group,data/raw/html/variable_page/897ff53ce87896eec8613904c7ba348808da734b.html,
ccw-claim-identifier,CLM_ID,CCW Claim Identifier,,resdac_variable_page,https://resdac.org/cms-data/variables/ccw-claim-identifier,data/raw/html/variable_page/d850105d895dd4722829d621190a3ff1cb4a3ca8.html,
ccw-encrypted-beneficiary-id-number,BENE_ID,CCW Encrypted Beneficiary ID Number,,resdac_variable_page,https://resdac.org/cms-data/variables/ccw-encrypted-beneficiary-id-number,data/raw/html/variable_page/9fcc3c0f0ed861814179c9c1c8b54176d968d110.html,
ccw-encrypted-part-d-event-number,PDE_ID,CCW Encrypted Part D Event Number,,resdac_variable_page,https://resdac.org/cms-data/variables/ccw-encrypted-part-d-event-number,data/raw/html/variable_page/48d1ce4bc22242b98307268ff3c6731b0fbbda52.html,
ccw-formulary-drug-identifier,FRMLRY_RX_ID,CCW Formulary Drug Identifier,,resdac_variable_page,https://resdac.org/cms-data/variables/ccw-formulary-drug-identifier,data/raw/html/variable_page/1b8f886f285bdd6a79341b66e832722d8c550e33.html,
